time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452500000	4.40003	18.7069	4.89526	3.81825	0.463652	lidar	14063.8	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.22475	18.564	4.82522	3.83592	0.449825	radar	5952.17	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.10764	18.4103	4.72274	3.87629	0.47242	lidar	13510.6	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.9163	18.2377	4.86841	3.91097	0.503689	radar	6268.69	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.64942	18.0952	4.98191	3.89867	0.45829	lidar	12841.3	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.49276	17.9453	4.87336	3.91429	0.440224	radar	5749.81	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.25894	17.7776	4.95697	3.91564	0.414754	lidar	12197.7	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.07362	17.5938	5.03586	3.94305	0.432768	radar	5933.87	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.89909	17.4757	4.97954	3.94544	0.412367	lidar	12244.5	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.75107	17.2596	5.05579	3.99315	0.457041	radar	5559.88	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.57547	17.072	5.06732	4.01106	0.451223	lidar	11208.2	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.41551	16.9071	4.94853	4.0164	0.417863	radar	5477.84	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.25319	16.7351	4.93696	4.03017	0.410091	lidar	10835.3	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.07924	16.5392	4.91601	4.03893	0.387792	radar	5305.37	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.92284	16.3088	4.96102	4.0662	0.39571	lidar	9878.97	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.77112	16.133	4.89151	4.07329	0.373765	radar	5359.4	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.56364	15.9645	4.93831	4.06137	0.338017	lidar	9798.08	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.43166	15.7329	5.02905	4.10088	0.375743	radar	5183.32	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.25693	15.5133	5.08221	4.11062	0.364379	lidar	8995.57	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.10021	15.3209	5.05581	4.11648	0.346531	radar	5267.11	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.883664	15.1	5.15796	4.10718	0.314183	lidar	8477.84	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.741507	14.921	5.0563	4.10942	0.289344	radar	5100.47	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.645473	14.7084	5.00716	4.14221	0.311042	lidar	8145.2	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.529138	14.4665	5.08208	4.17718	0.342213	radar	4889.05	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.352995	14.2426	5.14236	4.17649	0.320786	lidar	7580.4	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.221396	13.9889	5.27467	4.20775	0.351763	radar	4996.7	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.21779	13.742	5.16032	4.27632	0.412394	lidar	7048.29	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.109089	13.4985	5.22209	4.3014	0.423073	radar	4844.42	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0590822	13.2644	5.28036	4.29452	0.389212	lidar	6633.99	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.176345	13.0478	5.19376	4.29902	0.363669	radar	4732.86	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.170494	12.826	5.07128	4.35907	0.415368	lidar	6287.78	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.284887	12.6016	4.99943	4.36032	0.383949	radar	4600.26	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.404613	12.3665	5.02983	4.36431	0.365323	lidar	5755.92	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.523454	12.1588	4.97755	4.36002	0.33413	radar	4733.64	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.599388	11.9423	4.94751	4.3777	0.335942	lidar	5463.55	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.722273	11.7136	4.95122	4.37284	0.307052	radar	4613.41	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.923587	11.4669	5.06216	4.3366	0.243816	lidar	4932.94	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.02125	11.2435	4.97235	4.33679	0.218953	radar	4318.14	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.20171	11.0152	5.04093	4.30741	0.170565	lidar	4653.14	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.28322	10.7684	5.11318	4.33277	0.200498	radar	4504.25	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.41598	10.5125	5.17218	4.32806	0.18254	lidar	4162.66	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.50832	10.2481	5.24939	4.34706	0.200863	radar	4428.52	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.60303	10.0391	5.20037	4.35175	0.195432	lidar	4035.47	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.69002	9.8108	5.1507	4.35847	0.188268	radar	4356.78	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.76171	9.59264	5.10304	4.37222	0.193996	lidar	3657.65	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.8771	9.33791	5.192	4.37447	0.19113	radar	4546.84	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.96215	9.04258	5.26399	4.38964	0.196531	lidar	3029.39	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.045	8.82234	5.17461	4.39048	0.178662	radar	4326.97	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.142	8.56985	5.19871	4.39322	0.171105	lidar	2917.08	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.27443	8.31312	5.25242	4.37976	0.143513	radar	4546.15	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.31582	8.08331	5.18784	4.4037	0.163953	lidar	2680.91	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.37305	7.87432	5.09815	4.41497	0.165746	radar	4349.98	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.48998	7.62121	5.1496	4.40573	0.144652	lidar	2422.41	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.6524	7.38584	5.1359	4.36503	0.0729532	radar	4632.65	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.75836	7.12921	5.17568	4.36207	0.0647571	lidar	2165.19	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.81738	6.89635	5.16309	4.3822	0.0925539	radar	4526.47	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.85284	6.69445	5.05384	4.40278	0.112	lidar	2053.26	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.90869	6.47844	4.9369	4.40479	0.0939864	radar	4331.5	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.96353	6.24411	4.91712	4.4175	0.103332	lidar	1772.4	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.08521	5.9936	5.00115	4.40473	0.0849199	radar	4865.16	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.17344	5.71549	5.07632	4.40695	0.0816127	lidar	1525.51	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.28332	5.46817	5.0687	4.38658	0.0376977	radar	4778.17	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.38389	5.20377	5.12753	4.38247	0.0303072	lidar	1417.13	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.45124	4.95835	5.13412	4.39531	0.0500052	radar	4985.69	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.57239	4.67356	5.24481	4.38493	0.0350297	lidar	1276.22	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.6833	4.41928	5.24666	4.36485	-0.00711426	radar	5189.9	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.82198	4.14193	5.35237	4.34861	-0.0244771	lidar	1211.58	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.89976	3.90289	5.33107	4.36084	0.0023067	radar	5581.29	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.96874	3.6746	5.26721	4.36684	0.00810567	lidar	1089.15	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.06617	3.47434	5.17393	4.35035	-0.0246742	radar	5676.56	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.15708	3.23028	5.17729	4.34968	-0.0240581	lidar	1032.17	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.27487	2.97254	5.22687	4.33416	-0.05052	radar	6230.7	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.3668	2.69549	5.28651	4.33753	-0.0434018	lidar	943.113	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.45262	2.44678	5.28154	4.34325	-0.0289207	radar	6616.91	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.55909	2.17863	5.33643	4.34149	-0.0278822	lidar	960.029	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.6681	1.94811	5.31712	4.31721	-0.0798063	radar	6902.29	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.78618	1.66934	5.40012	4.31408	-0.0761707	lidar	976.016	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.91011	1.41792	5.43233	4.29805	-0.100089	radar	7685.29	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.96669	1.19131	5.33509	4.30432	-0.0921993	lidar	876.264	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.05985	0.980846	5.24811	4.30063	-0.0885647	radar	8019.46	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.11865	0.754634	5.17558	4.30641	-0.0809758	lidar	907.527	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.21536	0.451601	5.31223	4.31302	-0.0714812	radar	8999.54	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.28933	0.214444	5.27117	4.31619	-0.0659829	lidar	986.131	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.39849	-0.0169529	5.22782	4.31771	-0.0461458	radar	405.224	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.46866	-0.251848	5.19061	4.32266	-0.039749	lidar	1055.05	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.58802	-0.426626	5.09444	4.29577	-0.0788587	radar	9068.53	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.72296	-0.606094	5.0187	4.26972	-0.107897	lidar	1291.39	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.83848	-0.838891	5.09826	4.24978	-0.145292	radar	8700.78	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.93489	-1.11406	5.17187	4.26014	-0.12105	lidar	1359.69	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.02413	-1.38713	5.23112	4.27171	-0.0982494	radar	8175.45	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.16272	-1.59312	5.19601	4.25056	-0.119307	lidar	1562.66	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.30617	-1.83759	5.3264	4.22418	-0.164695	radar	8288.71	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.41355	-2.09042	5.34572	4.2267	-0.150782	lidar	1682.35	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.56402	-2.29109	5.28524	4.20388	-0.167711	radar	8362.78	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.71428	-2.49929	5.26224	4.18266	-0.184398	lidar	1957.63	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.86978	-2.71257	5.26568	4.16151	-0.201218	radar	8214.88	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.96272	-2.9855	5.31459	4.18048	-0.163404	lidar	2101.49	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.09103	-3.20808	5.26884	4.17644	-0.153633	radar	7949.26	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.21591	-3.39851	5.20573	4.16153	-0.164958	lidar	2306.91	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.36192	-3.6499	5.25513	4.15982	-0.154273	radar	7867.2	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.52104	-3.77953	5.12627	4.11744	-0.201725	lidar	2565.34	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.66596	-3.98888	5.14522	4.10479	-0.207627	radar	7938.54	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.82036	-4.21954	5.18029	4.09844	-0.201509	lidar	3031.94	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.97148	-4.43837	5.18641	4.09097	-0.197153	radar	7938.38	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.13323	-4.67932	5.23844	4.08745	-0.187765	lidar	3413.11	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.27268	-4.87782	5.11832	4.0852	-0.170347	radar	7986.42	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.40422	-5.09597	5.11971	4.08673	-0.157745	lidar	3597.56	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.55164	-5.25612	4.99208	4.0692	-0.165654	radar	8139.04	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.74067	-5.45548	5.02365	4.04811	-0.180895	lidar	4138.23	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.90095	-5.65075	5.01542	4.03748	-0.18205	radar	8128.45	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.05644	-5.83635	5.00166	4.02598	-0.185311	lidar	4341.14	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.19625	-5.98627	4.87587	4.01199	-0.188823	radar	8162.23	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.37145	-6.08474	4.77864	3.96813	-0.233298	lidar	4538.31	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.54879	-6.26711	4.81585	3.95358	-0.237208	radar	8365.55	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.68712	-6.47873	4.83736	3.96401	-0.209313	lidar	5111.53	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.91097	-6.64104	4.94338	3.92659	-0.245662	radar	8817.66	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.114	-6.80846	4.96223	3.90309	-0.259113	lidar	5697.44	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3	-6.97024	4.99052	3.88468	-0.267187	radar	8569.72	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5306	-7.15565	5.05696	3.86272	-0.276563	lidar	6366.35	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7369	-7.29674	5.0599	3.83481	-0.294553	radar	8876.64	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9846	-7.46242	5.12086	3.80556	-0.311284	lidar	6903.93	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1726	-7.60017	5.04795	3.78793	-0.313742	radar	8829.98	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3207	-7.75533	4.99306	3.79066	-0.292169	lidar	6859.42	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5158	-7.88073	4.94864	3.76849	-0.301655	radar	9027.48	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.6942	-7.98459	4.88452	3.74515	-0.312721	lidar	7312.79	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8854	-8.09597	4.77368	3.72241	-0.321566	radar	9198.19	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.0987	-8.18645	4.75433	3.68754	-0.344641	lidar	7974.09	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3286	-8.31647	4.90045	3.668	-0.346102	radar	9490.64	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5317	-8.398	4.85585	3.63752	-0.362678	lidar	8388.13	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7349	-8.48373	4.75247	3.6095	-0.376374	radar	9573.67	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0149	-8.57476	4.82909	3.56723	-0.403589	lidar	9475.68	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2667	-8.67559	4.92378	3.54241	-0.406981	radar	10088.5	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.488	-8.7233	4.88522	3.50427	-0.428984	lidar	9524.05	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.6996	-8.76489	4.74949	3.4646	-0.455577	radar	10013.5	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9264	-8.87631	4.77289	3.45831	-0.435425	lidar	10431.9	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1835	-8.96643	4.92579	3.44355	-0.421087	radar	10417.5	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4077	-9.08037	4.93008	3.44389	-0.395391	lidar	11025.3	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6359	-9.15124	4.89053	3.42408	-0.39713	radar	10395.5	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9248	-9.14895	4.9422	3.36371	-0.445004	lidar	11631.2	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1856	-9.22089	4.98245	3.34722	-0.437468	radar	10903.5	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4521	-9.3384	5.03838	3.35248	-0.404591	lidar	12696.5	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6919	-9.36876	4.94027	3.31879	-0.427136	radar	11064.7	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9492	-9.45421	4.97287	3.31525	-0.405682	lidar	13216.6	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.1987	-9.46496	4.9307	3.27778	-0.429818	radar	11445.9	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4494	-9.45873	4.93426	3.2388	-0.450525	lidar	13465.6	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6628	-9.46217	4.85029	3.20966	-0.462078	radar	11129	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9487	-9.44489	4.91718	3.16733	-0.484277	lidar	14379.4	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.2023	-9.50383	4.97392	3.17204	-0.444671	radar	11564.4	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4634	-9.52155	4.99436	3.15443	-0.439108	lidar	15040.3	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7202	-9.51189	4.97243	3.12368	-0.453738	radar	12206.9	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9754	-9.47874	4.98595	3.08884	-0.467936	lidar	15500.9	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.217	-9.44367	4.9398	3.05286	-0.488302	radar	12309.5	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4134	-9.49222	4.84766	3.06452	-0.446611	lidar	16041.6	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6495	-9.48095	4.87607	3.0516	-0.430024	radar	12275.1	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.8991	-9.47029	4.88451	3.03608	-0.423002	lidar	16923.1	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1288	-9.43329	4.89326	3.01475	-0.419183	radar	12541.3	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3784	-9.30996	4.9331	2.95323	-0.466364	lidar	17126.2	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6101	-9.23628	4.88725	2.91323	-0.493155	radar	13069.1	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8659	-9.10878	4.94565	2.85759	-0.528878	lidar	17879.5	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1047	-9.00585	4.96893	2.81834	-0.542683	radar	13532.6	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2656	-9.14675	4.73319	2.8876	-0.433184	lidar	18729.4	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.5043	-9.10689	4.76018	2.87926	-0.413633	radar	13444.4	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7279	-9.00694	4.77232	2.84275	-0.431799	lidar	19032.8	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9704	-8.92693	4.79044	2.81683	-0.439088	radar	14098	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1651	-8.8591	4.73468	2.79828	-0.435223	lidar	19547.4	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.398	-8.77359	4.73715	2.77271	-0.443494	radar	14259.3	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.5873	-8.75098	4.64469	2.77694	-0.413352	lidar	20327.5	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7748	-8.61768	4.55739	2.71989	-0.472475	radar	14389.6	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9783	-8.53745	4.54115	2.70277	-0.465058	lidar	20915.3	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.1879	-8.43265	4.58615	2.68372	-0.452128	radar	14518.2	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4234	-8.32677	4.63517	2.66329	-0.449687	lidar	21786.9	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6124	-8.21612	4.59521	2.63453	-0.461885	radar	14520.2	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8616	-7.95831	4.79857	2.55656	-0.523505	lidar	22068.6	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0511	-7.81093	4.74701	2.51008	-0.56478	radar	15074.1	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2843	-7.62553	4.85327	2.47086	-0.576566	lidar	22854.3	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4856	-7.48327	4.89709	2.46038	-0.540497	radar	15306.1	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.65	-7.34255	4.84678	2.43564	-0.538311	lidar	22828.2	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8424	-7.17954	4.87743	2.41321	-0.527929	radar	15674.9	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-23.999	-7.09545	4.74927	2.41191	-0.501387	lidar	23464.6	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.167	-6.91326	4.75334	2.37342	-0.522015	radar	15918.3	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
